Member_number,Ph_num,User_name
1293,7468441382,Lindsay Shagiari
1294,9871290557,Dave Brooks
1295,7639889894,Paul Knutson
1296,6295063609,Frank Olsen
1297,6511639584,Roy Skaria
1298,9594751371,Carlos Soltero
1299,6465984503,Jasper Cacioppo
1300,7640438571,Patricia Hirasaki
1301,7548901260,Patrick Jones
1302,6666950876,Barry Gonzalez
1303,9621333316,Sara Luxemburg
1304,9558618748,Patrick O'Brill
1305,6225844798,Katherine Ducich
1306,9853237530,Dorothy Badders
1307,7648649874,Brooke Gillingham
1308,9480796882,John Castell
1309,9255530573,Keith Dawkins
1310,8529465349,Raymond Buch
1311,6707380271,John Grady
1312,7591127520,Ricardo Emerson
1313,8224251604,Greg Matthias
1314,7127041763,Jenna Caffey
1315,7101456277,Peter McVee
1316,6012123962,Richard Eichhorn
1317,7084598044,Ryan Crowe
1318,7799912317,Katrina Willman
1319,8363755606,Tracy Blumstein
1320,9777514496,Grant Thornton
1321,6806858255,Penelope Sewall
1322,7593613740,Daniel Raglin
1323,7154072920,Craig Carreira
1324,9033617425,Christine Abelman
1325,7047150595,Chad Cunningham
1326,8805159806,David Wiener
1327,7490544926,Frank Atkinson
1328,9004516181,Todd Boyes
1329,6719369800,Mathew Reese
1330,9738440839,Kristen Hastings
1331,7448138135,Alyssa Crouse
1332,8625472926,John Huston
1333,9929211649,Chad Sievert
1334,6990596177,Suzanne McNair
1335,6823185552,Neil Knudson
1336,7510275771,Cynthia Voltz
1337,7119319684,Stephanie Phelps
1338,8716136231,Jennifer Halladay
1339,6032342311,Nicole Fjeld
1340,7466938012,Frank Gastineau
1341,9053057633,Frank Carlisle
1342,9050700117,Berenike Kampe
1343,9426437277,Toby Swindell
1344,8396311218,Andy Yotov
1345,6448431781,Maria Etezadi
1346,8021648357,Toby Braunhardt
1347,7889476047,Robert Dilbeck
1348,6325972450,Fred Chung
1349,7156520308,Bryan Davis
1350,9617906745,Lena Cacioppo
1351,6359073028,Julie Creighton
1352,9704242226,Nora Paige
1353,8046470560,Odella Nelson
1354,9923761443,Julia Dunbar
1355,8155000147,Jill Stevenson
1356,6583512994,Kristina Nunn
1357,8526220194,Ken Lonsdale
1358,9646918939,Barbara Fisher
1359,8802782474,Nathan Cano
1360,8179810631,Dave Kipp
1361,7002060084,Art Ferguson
1362,8917028660,Tracy Zic
1363,9881513865,Katherine Nockton
1364,6214279916,Frank Atkinson
1365,9927132651,Stewart Carmichael
1366,9591214968,Liz Preis
1367,6848674404,Gene McClure
1368,6305602494,Shirley Schmidt
1369,8920281770,Andrew Gjertsen
1370,9275523922,John Lee
1371,7188396899,Bradley Nguyen
1372,9808809101,Dennis Bolton
1373,7291492395,Maris LaWare
1374,6848227391,Marc Crier
1375,7999833530,Dorothy Dickinson
1376,6592524939,Craig Leslie
1377,8396626714,Alex Grayson
1378,6705413232,Noel Staavos
1379,7818165762,Harold Dahlen
1380,6671734265,Ruben Dartt
1381,6205322026,Alyssa Crouse
1382,6819060970,Charles Crestani
1383,7967121842,Tracy Collins
1384,6663811262,Ryan Akin
1385,7073312298,Laura Armstrong
1386,9845404124,Scot Wooten
1387,8873340278,Sanjit Engle
1388,8522745280,Michael Nguyen
1389,9556315619,Craig Reiter
1390,6960849527,Tonja Turnell
1391,7462963062,Eleni McCrary
1392,7470685801,Jason Fortune-
1393,9953999428,Carl Ludwig
1394,6142635187,Helen Andreada
1395,6764111923,Paul Prost
1396,8557557756,Chris Cortes
1397,7904688534,Brooke Gillingham
1398,6150475427,Bill Eplett
1399,8656748543,Bobby Elias
1400,6291671015,Nora Paige
1401,8299922839,Cynthia Delaney
1402,6485048254,Barry Franz
1403,8180609242,Maribeth Dona
1404,7244563528,Julia Barnett
1405,6782049331,Maureen Gastineau
1406,6902494408,Julia West
1407,7552214091,Lena Hernandez
1408,6371601829,Eugene Moren
1409,7234213533,Chris Selesnick
1410,9865213581,Liz Pelletier
1411,7782388701,Brendan Sweed
1412,6039097938,Steve Carroll
1413,7464812134,Chuck Clark
1414,6836274941,Robert Barroso
1415,6430885945,Henry Goldwyn
1416,8623919848,Randy Bradley
1417,7295695344,Greg Guthrie
1418,8122426303,Lena Hernandez
1419,9690441199,Ashley Jarboe
1420,7324022036,Darrin Van Huff
1421,7367208492,Amy Hunt
1422,6835355520,Duane Benoit
1423,6213011767,Julie Prescott
1424,9412541850,Philip Brown
1425,9358773769,Sharelle Roach
1426,8889533031,Adrian Barton
1427,9132858200,Greg Matthias
1428,7763910637,Stuart Calhoun
1429,9983911960,Becky Pak
1430,9812681939,Michael Granlund
1431,6498798932,Susan Pistek
1432,8985229660,Joel Eaton
1433,6979856182,Parhena Norris
1434,9131928316,Michael Stewart
1435,6618866363,Lena Radford
1436,9866435949,Alyssa Crouse
1437,9487168781,David Kendrick
1438,7406277087,Justin MacKendrick
1439,7914095228,Michael Granlund
1440,6842650150,Ken Heidel
1442,6930108204,Harry Greene
1443,8310463531,Phillina Ober
1444,7534421389,Lena Radford
1445,9023647461,Bobby Odegard
1446,7576334122,Claudia Bergmann
1447,8454684765,Brenda Bowman
1448,9535743410,Michelle Ellison
1449,7728657696,Benjamin Patterson
1450,9963042267,Tamara Manning
1451,8564507402,Duane Noonan
1452,7581556937,Peter McVee
1453,8172228353,Max Ludwig
1454,9135120648,Christy Brittain
1455,9168151065,Ruben Ausman
1456,7700521768,Marina Lichtenstein
1457,8678588248,Karen Ferguson
1458,6795207245,Justin Ellison
1459,9905759306,Nathan Cano
1460,6706802823,Christine Phan
1461,9718188685,Katrina Edelman
1462,9698198092,Michael Kennedy
1463,9283723813,Erica Bern
1464,6742101720,Grace Kelly
1465,6316995993,Beth Fritzler
1466,9800509505,John Grady
1467,8214373399,Michael Moore
1468,7181329932,Dionis Lloyd
1469,9641032749,Bill Tyler
1470,9705174416,Bart Pistole
1471,7311840294,Bart Folk
1472,6856823951,Eileen Kiefer
1473,7287911132,Liz Thompson
1474,6074702196,Craig Leslie
1475,7631189483,Ken Dana
1476,7419687883,Nora Preis
1477,8172867128,Chad Sievert
1478,7926520615,Max Engle
1479,6818216073,David Bremer
1480,9510189630,Joel Jenkins
1481,8784638545,Toby Braunhardt
1482,6170930524,Anna HŠberlin
1483,6289795856,Vivian Mathis
1484,6044902024,Julia Barnett
1485,9250221816,Toby Braunhardt
1486,9409800611,Nathan Gelder
1487,7542787513,Julie Kriz
1488,8415727959,Susan Gilcrest
1489,8616785359,Clay Rozendal
1490,8396392396,Adam Shillingsburg
1491,8969463141,Helen Wasserman
1492,8890972709,Don Miller
1493,8240887259,Sean Miller
1494,7215786747,Anthony Witt
1495,8746126336,Raymond Buch
1496,6491152455,Michael Dominguez
1497,7780572241,Don Jones
1498,9475458604,Patrick O'Brill
1499,8261209818,Arianne Irving
1500,7322681218,Mick Brown
1501,8540984607,Scot Wooten
1502,6295750504,Matt Abelman
1503,6088079949,Emily Grady
1504,6367804288,Guy Phonely
1505,7710268598,Tamara Willingham
1506,7618817244,Charlotte Melton
1507,6561620929,Arthur Gainer
1508,6966047809,Noel Staavos
1509,9638179139,David Kendrick
1510,7275117730,Vivek Grady
1511,6520626823,Meg O'Connel
1512,8797522142,Zuschuss Donatelli
1513,7228427523,Erica Bern
1514,9853452486,Larry Blacks
1515,6927616678,Ben Wallace
1516,8161870101,Bill Donatelli
1517,7104371396,Patrick Bzostek
1518,9682555233,Joe Kamberova
1519,6870602658,Jeremy Lonsdale
1520,7355519502,Shaun Weien
1521,9175221286,Charlotte Melton
1522,9600086072,Cindy Stewart
1523,6702103160,Peter McVee
1524,7782942779,Natalie Webber
1525,7183575860,Anthony O'Donnell
1526,8121831981,Lena Cacioppo
1527,8626074249,Eugene Moren
1528,8867721378,Anne McFarland
1529,7296380307,Darren Powers
1530,8983907104,Erin Ashbrook
1531,9819842007,Nathan Cano
1532,9840113007,Barry Franz
1533,9886602415,Kelly Collister
1534,9262368640,Lynn Smith
1535,6054071600,Dennis Pardue
1536,9535213256,Pete Kriz
1537,8917594945,Ralph Kennedy
1538,9339648174,Brenda Bowman
1539,7873375099,Bill Stewart
1540,7316548631,Brad Thomas
1542,6476894513,Phillina Ober
1544,7127555437,Aaron Bergman
1545,8297807723,Shahid Hopkins
1546,9269664210,Heather Kirkland
1547,7353230193,Nora Preis
1548,6137305266,Yana Sorensen
1549,6532394146,Dianna Wilson
1550,7260861355,Julie Prescott
1551,8016336920,Benjamin Venier
1552,9568001671,Suzanne McNair
1553,8849800677,Erin Mull
1554,8188893825,Christopher Conant
1555,7072564847,Emily Phan
1556,9773169225,Speros Goranitis
1557,9265641356,Marc Crier
1558,8054213244,Lauren Leatherbury
1559,6793361954,Nat Carroll
1560,9589969777,Jane Waco
1561,9437271518,Sharelle Roach
1562,9810838940,Sally Knutson
1563,9527485728,Alejandro Ballentine
1564,8108889391,Tom Prescott
1565,8331667734,Vivek Sundaresam
1566,7885716526,Ross DeVincentis
1567,9140570529,Dennis Bolton
1568,8738575086,Cyra Reiten
1569,9114427944,Jack O'Briant
1570,8277779009,Karen Daniels
1571,8172040780,Andy Reiter
1572,8306581443,Quincy Jones
1573,8993240553,Sean Miller
1574,9476218206,Liz Thompson
1575,9368803980,Karl Braun
1577,7078094828,Matt Connell
1578,6391858827,Julie Prescott
1579,7427286083,Lynn Smith
1580,8862754150,Sarah Jordon
1581,8108978632,Zuschuss Carroll
1582,6501371656,Tracy Blumstein
1583,7118585555,Jennifer Patt
1584,9316412338,Anemone Ratner
1585,6432917137,Susan Pistek
1586,7793666155,Kean Nguyen
1587,9814612082,Jim Sink
1588,6973208916,Mike Gockenbach
1589,9477059301,Mark Packer
1590,8160944525,Ben Wallace
1591,6672542022,Justin Ritter
1592,6733466173,Dorothy Dickinson
1593,6263871162,Ted Trevino
1594,7918210674,Lori Olson
1595,7687644260,Noel Staavos
1596,9733057830,Thomas Boland
1597,9601786365,Todd Sumrall
1598,9776141237,Rob Haberlin
1599,6850819163,Roy Collins
1601,7978072825,Rob Beeghly
1602,9833065322,Benjamin Farhat
1603,9986002500,Liz Willingham
1604,6625849082,Carlos Meador
1605,6083507007,Kelly Lampkin
1606,9388162576,Bart Pistole
1607,7591157570,Nora Preis
1608,7716104489,Ruben Dartt
1609,9758675285,Duane Huffman
1610,6330167669,Patrick O'Donnell
1611,9169379113,Toby Carlisle
1612,7802591835,Sara Luxemburg
1613,6515678436,Tony Sayre
1614,9999360319,Deanra Eno
1615,7525513296,Roy Skaria
1616,7761626613,Pete Armstrong
1617,7323416531,Alex Russell
1618,7960308657,Bobby Trafton
1619,9200654358,Christina VanderZanden
1620,7514676156,Ed Jacobs
1621,7871245418,Chris McAfee
1622,6635909663,Greg Hansen
1623,8722861339,Harry Greene
1624,7669349053,Jim Mitchum
1625,7562973269,Sanjit Chand
1626,8502614955,Jim Karlsson
1627,8525447624,Deborah Brumfield
1628,9541491454,Cindy Schnelling
1629,8439084388,Bryan Davis
1630,7036952668,Paul Prost
1631,8664537526,Tracy Poddar
1632,9012949033,Andy Reiter
1633,8194174010,Sung Shariari
1634,8891079008,Alyssa Crouse
1635,8316673817,Beth Paige
1636,9962444559,Tony Sayre
1638,7494945490,Melanie Seite
1639,6587577276,Chuck Sachs
1640,9277024170,Sylvia Foulston
1641,9291545808,Lena Radford
1642,9534598371,Dean Braden
1643,8099530085,Sam Craven
1644,9965966866,Bobby Odegard
1645,7416697397,Larry Tron
1646,6367866878,Sue Ann Reed
1647,7360883125,Carlos Soltero
1648,9369296247,Art Foster
1649,9317872762,Tom Boeckenhauer
1650,7805887159,Cindy Stewart
1651,6611883541,Nicole Hansen
1652,9196582548,Robert Marley
1653,8943686047,Candace McMahon
1654,6079121433,Frank Hawley
1655,7803008005,Mark Packer
1656,9862109796,Karen Daniels
1657,6287006511,Eugene Barchas
1658,9594718738,Ken Heidel
1659,9598848201,Michael Nguyen
1660,9281720739,Dana Kaydos
1661,9237704810,Thais Sissman
1662,9061141797,Anthony Jacobs
1663,7875634157,Rob Lucas
1664,7693620045,Cari Schnelling
1665,8949788995,Frank Merwin
1666,7787167802,Jessica Myrick
1667,7567665613,Mick Brown
1668,6435279967,Jessica Myrick
1669,8791449082,Frank Carlisle
1670,7389672363,Tiffany House
1672,7375406005,Angele Hood
1673,9544616824,Natalie DeCherney
1674,7770919794,Roy Franzšsisch
1676,8216019333,Sean O'Donnell
1677,9242087721,Lisa DeCherney
1678,9724807138,Duane Benoit
1679,7704451475,Bart Pistole
1680,9478536432,Kelly Collister
1681,6471341069,Dan Lawera
1682,8368549043,Deborah Brumfield
1683,8099222085,Carol Darley
1684,6595403036,Rick Hansen
1685,6771418478,Julia Barnett
1686,6156130316,Corey Catlett
1687,7628230398,Parhena Norris
1688,7320058745,Mike Gockenbach
1689,6914505132,Lena Radford
1690,9667810387,Deirdre Greer
1692,8204713424,Jennifer Braxton
1693,6318678620,Ruben Dartt
1694,8626241346,Jennifer Braxton
1695,8848489701,Victor Preis
1696,6393187823,Dave Hallsten
1697,7706944216,Joel Jenkins
1698,7656318127,David Bremer
1699,6957241593,Katherine Hughes
1700,7431315004,Anne McFarland
1701,7708164115,Aleksandra Gannaway
1702,8779521217,Sanjit Engle
1703,8807481369,Michael Moore
1705,7847607356,Susan Pistek
1706,6773837191,Shaun Weien
1707,7135764881,Carlos Daly
1708,6731856760,Catherine Glotzbach
1709,8764595394,Deirdre Greer
1710,7948387863,Jeremy Farry
1711,7394541103,Bobby Trafton
1712,7310363813,Frank Olsen
1714,8491081949,Giulietta Baptist
1715,8526664749,Tony Molinari
1716,6007133303,Maris LaWare
1717,9721652472,Mark Packer
1718,8087850940,Paul Stevenson
1719,6372618957,Kean Takahito
1720,6070353833,Sally Hughsby
1721,9058832128,Roy Phan
1722,9899550487,Darrin Martin
1723,6762071287,Quincy Jones
1724,7844212249,Frank Carlisle
1725,7281400384,Michelle Moray
1726,7725687562,Sonia Sunley
1727,7028187962,Dionis Lloyd
1728,9312582331,Patricia Hirasaki
1729,7467497466,Toby Gnade
1730,8084367571,Toby Carlisle
1731,8092226390,Peter Fuller
1732,9886269920,Tony Sayre
1733,8513552952,Alejandro Grove
1734,9562450997,Anthony Witt
1735,9888232849,Phillip Flathmann
1736,8131749766,Andy Gerbode
1737,7770304383,Michael Dominguez
1738,9289892824,Linda Cazamias
1739,9009396586,Benjamin Venier
1740,6662192579,Sally Matthias
1741,9231057982,Clay Cheatham
1742,8960006175,Adam Hart
1743,9254690286,Astrea Jones
1744,6045141164,Christopher Schild
1745,8433149434,David Kendrick
1746,9175060971,Roland Murray
1747,6471589906,Pete Takahito
1748,9560325726,Michael Nguyen
1749,8174278783,Christopher Martinez
1750,9672505416,Joseph Airdo
1751,7057332929,Mick Brown
1752,8970756046,Filia McAdams
1753,8006770327,Paul Knutson
1754,6507662068,Alyssa Crouse
1755,9126771732,Lena Cacioppo
1756,9584443028,Dave Kipp
1757,8990112339,Harry Marie
1758,7338841917,Richard Eichhorn
1759,8155394007,Max Jones
1760,8231923964,Michelle Arnett
1761,7724045723,Art Ferguson
1762,8701806902,Aimee Bixby
1763,9298812403,Jeremy Pistek
1764,7745029871,Larry Tron
1765,8269103354,Todd Boyes
1766,8483744350,Maribeth Schnelling
1767,9746316485,Mark Hamilton
1768,6973174601,Sean Christensen
1769,8244473455,Alan Haines
1770,7922939962,Bart Folk
1771,8744080755,Sara Luxemburg
1772,9768186847,Mary Zewe
1773,8485083062,Lisa Hazard
1774,8771843314,Duane Huffman
1775,6405116154,Julia Barnett
1776,8739934151,Tonja Turnell
1777,6143949052,Tamara Manning
1778,6116793175,Thomas Seio
1779,8276032616,Michelle Huthwaite
1780,9717096611,Justin Deggeller
1781,8376678211,Nat Gilpin
1782,8048294738,Liz Pelletier
1783,6015072090,Kelly Andreada
1784,7097463419,Sandra Glassco
1785,6834964388,Julia Barnett
1786,7692200728,Hunter Lopez
1787,9774984385,Sean Wendt
1788,7647798714,Alex Russell
1789,9892642560,Neola Schneider
1790,9116304303,Maxwell Schwartz
1791,7468378465,Anthony Jacobs
1792,6691464170,Keith Herrera
1793,7857818722,Anna Gayman
1794,8763617984,Jay Kimmel
1795,9907453551,Sung Chung
1796,7096988781,Karen Ferguson
1797,8726414839,Liz Preis
1798,9181621993,Andrew Gjertsen
1799,8216690071,Bobby Trafton
1800,8076321067,Julie Creighton
1801,9515751401,Nat Gilpin
1803,9459841270,Andy Gerbode
1804,9080433116,Susan Vittorini
1805,8204568856,Paul Gonzalez
1806,8474285560,Sean Wendt
1807,6273455930,Phillip Breyer
1808,6367166768,Pete Takahito
1809,6575016330,Sheri Gordon
1810,7555636597,Dennis Pardue
1811,9599103076,Benjamin Farhat
1812,6948180018,Jill Matthias
1813,7229142041,Justin Hirsh
1814,9357096355,Mike Vittorini
1815,6644638722,Chuck Sachs
1816,9250961920,Fred Chung
1817,8363698103,Anna Chung
1818,7733919047,John Lee
1819,7003368861,Brian Thompson
1820,8804222861,Sung Shariari
1821,7507174467,Alice McCarthy
1822,7232037364,Sung Pak
1823,8890176445,Tony Sayre
1824,8551722244,Jennifer Braxton
1825,7283765821,Adam Shillingsburg
1826,7150886007,Helen Abelman
1827,9886235419,Carl Weiss
1828,6923136626,Maxwell Schwartz
1829,7383925698,Neola Schneider
1830,7500830019,Christine Abelman
1831,8368326094,Sylvia Foulston
1832,8440525381,George Bell
1833,9346441027,Ralph Arnett
1834,7322461932,Bill Overfelt
1835,7982404370,Adrian Hane
1836,6072399624,Julie Prescott
1837,9844905886,Arianne Irving
1838,6808469920,Susan Gilcrest
1839,7131585509,Katherine Murray
1840,6163663320,Logan Haushalter
1841,9682143535,Barry Franzšsisch
1842,7094762852,Dianna Vittorini
1843,9516756344,Laurel Beltran
1844,7736484151,Guy Thornton
1845,9926859465,Thea Hendricks
1846,8101379126,Henry Goldwyn
1847,7065188435,Jim Sink
1848,6954466730,Lena Creighton
1849,6656942308,Anna HŠberlin
1850,6922366955,Jack Garza
1851,9531533408,Darren Koutras
1852,6444348629,Xylona Preis
1853,9608235904,Harry Marie
1854,7749930271,Lisa Ryan
1855,6224053845,Sylvia Foulston
1856,9803860508,Evan Minnotte
1857,6010482011,Jennifer Ferguson
1858,6964608986,Michelle Tran
1859,8030300935,Carol Triggs
1860,9107395280,Darren Koutras
1861,8425980827,Beth Thompson
1862,6961490331,Jesus Ocampo
1863,9184706446,Kristen Hastings
1864,7098074971,Mark Hamilton
1865,7285242460,Sonia Cooley
1866,7451473510,Caroline Jumper
1867,6239342169,Victoria Pisteka
1868,6668504806,Nicole Fjeld
1869,8306010196,Adam Hart
